county_state,sex_age_median_age_in_years,health_ins_noninst_pop_private,health_ins_noninst_pop_public,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_workers_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,pop_density,percent_race_pop_hispanic_or_latino_of_any_race,percent_race_pop_white_alone,percent_race_pop_black_or_african_american_alone,percent_race_pop_american_indian_and_alaska_native_alone,percent_race_pop_asian_alone,percent_race_pop_native_hawaiian_and_other_pacific_islander_alone,percent_race_pop_some_other_race_alone,percent_race_pop_two_or_more_races,percent_sex_age_pop_male,percent_sex_age_pop_female,percent_sex_age_pop_under_5,percent_sex_age_pop_5_to_9,percent_sex_age_pop_10_to_14,percent_sex_age_pop_15_to_19,percent_sex_age_pop_20_to_24,percent_sex_age_pop_25_to_34,percent_sex_age_pop_35_to_44,percent_sex_age_pop_45_to_54,percent_sex_age_pop_55_to_59,percent_sex_age_pop_60_to_64,percent_sex_age_pop_65_to_74,percent_sex_age_pop_75_to_84,percent_sex_age_pop_85_and_over,percent_health_ins_noninst_pop_cov_yes,percent_health_ins_noninst_pop_cov_no,percent_inc_hhlds_less_than_10_000,percent_inc_hhlds_10_000_to_14_999,percent_inc_hhlds_15_000_to_24_999,percent_inc_hhlds_25_000_to_34_999,percent_inc_hhlds_35_000_to_49_999,percent_inc_hhlds_50_000_to_74_999,percent_inc_hhlds_75_000_to_99_999,percent_inc_hhlds_100_000_to_149_999,percent_inc_hhlds_150_000_to_199_999,percent_inc_hhlds_200_000_or_more
"Briscoe County, Texas",46.3,938,539,42647,58155,24286,29741,37852,35139,1.7177758691379228,0.352522639068564,0.5724450194049159,0.02457956015523933,0.0,0.0,0.010996119016817595,0.0,0.03945666235446313,0.53751617076326,0.46248382923674,0.05304010349288486,0.04333764553686934,0.047865459249676584,0.06015523932729625,0.08667529107373868,0.09702457956015524,0.0963777490297542,0.1390685640362225,0.07632600258732213,0.0646830530401035,0.11772315653298836,0.0963777490297542,0.021345407503234153,0.7813712807244502,0.2186287192755498,0.07436708860759493,0.028481012658227847,0.18670886075949367,0.125,0.14240506329113925,0.1819620253164557,0.10917721518987342,0.08386075949367089,0.04430379746835443,0.023734177215189875
"Lavaca County, Texas",43.5,13831,6348,53021,77669,31670,32738,47562,34030,20.56390112910162,0.18524647710746703,0.7388796951005466,0.06293566019758287,0.00045133142771174966,0.0035605034852815806,0.0,0.00010029587282483326,0.008826036808585326,0.48563261621784265,0.5143673837821574,0.05962589639436337,0.07045785065944536,0.06960533574043429,0.05982648814001304,0.051852966250438795,0.10340504488240308,0.09723684870367584,0.12005415977132541,0.06609498019156512,0.07371746652625244,0.11814853818765358,0.07436938969961386,0.035605034852815805,0.8881882497693018,0.11181175023069825,0.044481691593604954,0.08084063950489943,0.09992264053635895,0.09205776173285199,0.15072202166064982,0.17870036101083034,0.10495100567302733,0.14608045384218668,0.048607529654461065,0.05363589479112945
"Terry County, Texas",34.7,5643,4396,44975,62229,20127,25380,42368,31171,14.192671563691516,0.5437177962742766,0.40198176773682126,0.04629409433214427,0.002219579865239794,0.0,0.0,0.0,0.005786761791518034,0.5164486722156163,0.48355132778438364,0.07990487514863258,0.07974633372968688,0.0735632183908046,0.07237415774871185,0.05794688862465319,0.144589774078478,0.11145461751882679,0.11890606420927467,0.05739199365834324,0.05184304399524376,0.08426476416963932,0.05089179548156956,0.017122473246135552,0.7755031228313671,0.2244968771686329,0.07102202425142291,0.036872061370947784,0.12620638455827765,0.12892848304875032,0.17644147488245485,0.17396683989111605,0.11878247958426132,0.09601583766394457,0.05097748082157882,0.020786933927245732
"Jeff Davis County, Texas",54.8,1395,998,53194,56213,26053,26656,43295,35606,0.9865068472583588,0.3254252461951656,0.6365264100268576,0.008057296329453895,0.0,0.022829006266786033,0.0,0.0,0.007162041181736795,0.4986571172784244,0.5013428827215757,0.02730528200537153,0.048343777976723366,0.07162041181736795,0.06356311548791406,0.025514771709937333,0.06177260519247986,0.09042076991942703,0.11235452103849597,0.0792300805729633,0.10384959713518353,0.2421665174574754,0.05863921217547001,0.01521933751119069,0.8641804788213628,0.1358195211786372,0.05714285714285714,0.05333333333333334,0.13047619047619047,0.10571428571428572,0.1438095238095238,0.22952380952380952,0.17238095238095238,0.08285714285714285,0.021904761904761906,0.002857142857142857
"Jim Hogg County, Texas",34.7,2510,2389,32049,51120,17798,22464,48097,22266,4.648939906158657,0.9257856872396819,0.07023854600530102,0.0003786444528587656,0.0,0.0,0.0,0.0,0.0035971223021582736,0.48277167739492616,0.5172283226050738,0.07800075728890572,0.0692919348731541,0.09731162438470277,0.10204468004543733,0.05736463460810299,0.09939416887542597,0.10772434683831882,0.07535024611889436,0.06626277925028398,0.07080651268458917,0.09882620219613783,0.06209769026883756,0.01552442256720939,0.8119169998096326,0.18808300019036742,0.10116959064327485,0.1152046783625731,0.19649122807017544,0.12046783625730995,0.1111111111111111,0.11988304093567251,0.10526315789473684,0.08538011695906433,0.017543859649122806,0.027485380116959064
"Montgomery County, Texas",36.9,385596,133016,77416,110807,39618,40848,64402,46428,531.7789843500478,0.23653743833924015,0.6685279874469063,0.045624002380759136,0.0014519023528032538,0.02815428040653266,0.0005392780167554943,0.0012336660985309634,0.017931444958471987,0.4952772592412232,0.5047227407587768,0.06823941058175292,0.07477567657747838,0.07728990251512774,0.06969131293455617,0.059318778237697156,0.1267014762510258,0.13746358971584197,0.13788022256490726,0.06720233747260775,0.056135414693973255,0.07920893866839812,0.03425948470993516,0.01183345507669832,0.8572899912781579,0.14271000872184214,0.03992262333850215,0.02698329556121417,0.07060361056512968,0.07523480082770209,0.1064603289026724,0.16453431385260056,0.129828910451554,0.16986044195972472,0.08600633741825404,0.13056533712264615
"Dallam County, Texas",31.6,4039,1856,51250,78602,26844,29462,45890,31543,4.818605418552728,0.45008974181968797,0.5046251553223803,0.00869805329283446,0.011735468728427447,0.014772884164020433,0.0,0.0,0.010078696672649455,0.5239541626397901,0.47604583736020983,0.09554052188319757,0.08753279028027061,0.09153665608173409,0.08021538036725114,0.040590915366560815,0.1578075383128538,0.09388374982741958,0.14179207510699987,0.06268120944360071,0.0447328455060058,0.05826315062819274,0.03520640618528234,0.010216761010630954,0.750694058856191,0.249305941143809,0.030782029950083195,0.0324459234608985,0.11772046589018303,0.1252079866888519,0.19093178036605657,0.2079866888519135,0.10440931780366057,0.10898502495840266,0.04908485856905158,0.0324459234608985
"Webb County, Texas",28.6,108913,97148,42293,59917,17326,24028,36910,28115,80.93255407294053,0.9549499546044337,0.03496745119517153,0.002867088398216524,0.00043373901408916645,0.0047601018919107676,0.0001212998937706991,0.0004851995750827964,0.0014151654273248228,0.48852980852995553,0.5114701914700445,0.0975765751526357,0.0877108504592855,0.09548139516932362,0.0890745553256167,0.08043653258740024,0.13399227356434223,0.13075393397610025,0.1117355809345973,0.04469717297732427,0.038904184111184216,0.052684587194406975,0.025443571656993305,0.011508786890789663,0.7188179954703665,0.2811820045296335,0.11991745747294967,0.07241477619842789,0.12294492186969684,0.11425623481176773,0.13767496164759227,0.15957316824827925,0.10016427048968897,0.10936884834168262,0.03391303167297954,0.0297723292469352
"Armstrong County, Texas",46.3,1378,585,66563,79808,31075,37292,55250,40625,2.107558059594614,0.06837160751565761,0.9065762004175365,0.0036534446764091857,0.015135699373695199,0.0,0.0,0.0,0.006263048016701462,0.5010438413361169,0.4989561586638831,0.06315240083507306,0.049060542797494784,0.055323590814196244,0.05219206680584551,0.04279749478079332,0.10281837160751565,0.10751565762004175,0.14144050104384134,0.10908141962421712,0.06784968684759916,0.12108559498956159,0.05793319415448852,0.029749478079331943,0.923907177549919,0.07609282245008095,0.022598870056497175,0.052259887005649715,0.05367231638418079,0.0847457627118644,0.09463276836158192,0.2754237288135593,0.1327683615819209,0.1807909604519774,0.07344632768361582,0.029661016949152543
"Castro County, Texas",35.3,3649,2893,45000,59313,20915,30607,37044,35971,8.70596705886562,0.6424810581738796,0.3240015410299217,0.008989341209708488,0.0014126107615256196,0.011814562732759729,0.0001284191601386927,0.0005136766405547708,0.010658790291511493,0.501476820341595,0.49852317965840504,0.07756517272377039,0.09824065750609991,0.0737125979196096,0.07640940028252215,0.06831899319378451,0.10080904070887377,0.12366765121356106,0.10992680107872095,0.061255939386156415,0.062283292667265955,0.08706819057403364,0.04160780788493643,0.01913445486066521,0.7389553014553014,0.26104469854469853,0.05845181674565561,0.05252764612954187,0.09755134281200632,0.1406003159557662,0.1970774091627172,0.18878357030015797,0.12085308056872038,0.07780410742496051,0.045813586097946286,0.020537124802527645
"Kleberg County, Texas",28.0,17697,11055,42021,58413,21986,24008,49596,30959,35.65730858521331,0.727096260938743,0.20426412092283214,0.0288623707239459,0.0005091487669053301,0.02211614956245028,0.0,0.0020365950676213204,0.015115354017501989,0.5108035003977724,0.48919649960222755,0.07070803500397772,0.0730310262529833,0.0609387430389817,0.093969769291965,0.15201272871917262,0.13893396976929195,0.10405727923627685,0.0899920445505171,0.041400159108989656,0.04649164677804296,0.07236276849642005,0.04082736674622116,0.015274463007159905,0.8267924774715946,0.17320752252840538,0.15046592362506853,0.06111821670016444,0.13118947560752786,0.08477982824776174,0.15713502649369632,0.1328339119312991,0.1064315731774164,0.11337474876667275,0.03645167184359584,0.026219623606797002
